RUT;Despacho;Lubricantes;Neumaticos;Repuestos;Servicios
76733616;0;0,22;0;0,78;0
76733770;0;0;0,31;0;0,69
76733783;0;0;0,5;0;0,5
76733805;0;0,15;0;0,85;0
76733828;0;0;0;0,75;0,25
76733954;0;0,12;0;0,88;0
76733994;0;0,56;0,33;0,11;0
76734062;0;0,44;0;0,56;0
76734085;0;0,19;0,06;0,75;0
76734120;0;0;1;0;0
76734148;0;0;0,22;0,22;0,56
76734164;0;0,03;0;0,92;0,05
76734231;0;0;0;1;0
76734329;0;0;0,5;0;0,5
76734417;0;0,33;0;0;0,67
76734440;0;0;0;1;0
76734493;0;0;0;0;1
76734501;0;0;0;1;0
76734607;0;0,13;0,26;0,61;0
76734644;0;0,03;0;0,97;0
76734661;0;0;0;1;0
76734758;0;0;0;1;0
76734799;0;0,52;0;0,48;0
76734838;0;0;0;0;1
76734857;0;0,36;0;0,64;0
76734915;0;0;0;1;0
76734962;0;0,07;0,07;0,53;0,33
76735049;0;0;0;1;0
76735055;0;0;1;0;0
76735057;0;0;1;0;0
76735064;0;0;0;1;0
76735079;0;0,15;0;0,85;0
76735095;0;0;0,33;0;0,67
76735122;0;0;0,33;0,33;0,33
76735162;0;0;0;0;1
76735164;0;0,06;0,35;0,06;0,53
76735201;0;0,67;0;0,33;0
76735256;0;0;0,25;0;0,75
76735296;0;0,14;0,57;0,29;0
76735314;0;0;0,67;0;0,33
76735506;0;0;0,17;0,17;0,67
76735674;0;0;0;1;0
76735687;0;0;0;1;0
76735700;0;0;1;0;0
76735787;0;0,09;0,14;0,49;0,29
76735824;0;0;1;0;0
76735893;0;0,06;0;0,94;0
76735899;0;0;0;1;0
76735905;0;0,2;0;0,6;0,2
76735923;0;0;0;1;0
76735939;0;0;0;1;0
76736000;0;0;1;0;0
76736109;0;0;0;1;0
76736124;0;0;0,25;0;0,75
76736150;0;1;0;0;0
76736186;0;0,42;0;0,58;0
76736246;0;0,08;0,08;0,67;0,17
76736251;0;0;0;1;0
76736348;0;0;0,4;0,2;0,4
76736483;0;0,5;0;0,5;0
76736494;0;0;0;1;0
76736498;0;0;0;1;0
76736526;0;0,43;0,14;0,43;0
76736540;0;0;0;1;0
76736601;0;0,22;0;0,78;0
76736625;0;0;0,05;0,91;0,05
76736730;0;0,12;0,88;0;0
76736784;0;0,11;0,11;0,78;0
76736814;0;0;0;1;0
76736862;0;0,15;0,46;0,38;0
76736872;0;0;1;0;0
76736928;0;0,33;0;0;0,67
76736935;0;0;0;1;0
76737050;0;0,13;0,02;0,85;0
76737096;0;0,62;0,03;0,32;0,03
76737106;0;0,86;0,04;0,07;0,04
76737249;0;0;1;0;0
76737401;0;0,12;0;0,88;0
76737410;0;0,06;0,15;0,79;0
76737440;0;0,07;0,07;0,77;0,1
76737450;0;0;0;1;0
76737466;0;0;0;0;1
76737550;0;0;0;1;0
76737555;0;0,05;0,09;0,86;0
76737704;0;0;0;1;0
76737779;0;0;0;0;1
76737832;0;0,83;0,03;0,13;0
76737861;0;0;0,4;0;0,6
76737888;0;0;0,08;0,33;0,58
76737908;0;1;0;0;0
76737984;0;0;0;1;0
76738018;0;0,19;0,07;0,61;0,13
76738024;0;0;0,72;0,28;0
76738113;0;0;0,25;0;0,75
76738208;0;0,62;0,38;0;0
76738290;0;1;0;0;0
76738421;0;0;0,4;0,2;0,4
76738477;0;0;1;0;0
76738509;0;0;0,07;0,93;0
76738518;0;0;0,78;0,22;0
76738520;0;0;0,25;0,75;0
76738563;0;0,01;0,93;0,07;0
76738578;0;0,04;0;0,46;0,5
76738692;0;0,83;0,11;0,06;0
76738717;0;0;1;0;0
76738829;0;0,12;0,06;0,81;0
76738907;0;0;0;1;0
76738917;0;0,5;0;0,5;0
76739003;0;0,1;0,03;0,85;0,03
76739040;0;0;0;1;0
76739253;0;1;0;0;0
76739262;0;0,12;0;0,88;0
76739340;0;0,02;0,08;0,73;0,18
76739368;0;0;0,33;0;0,67
76739373;0;0;0;0;1
76739376;0;0,12;0;0,88;0
76739394;0;0;0,5;0;0,5
76739497;0;0;0;0;1
76739562;0;0;0;1;0
76739659;0;0;0,5;0;0,5
76739672;0;0;0,25;0;0,75
76739752;0;0;0;1;0
76739823;0;0;1;0;0
76739837;0;0,08;0;0,92;0
76739850;0;0;0,25;0,25;0,5
76739889;0;1;0;0;0
76739920;0;0;0;0,25;0,75
76739972;0;0;0;1;0
76739974;0;0,15;0,26;0,59;0
76739991;0;0;0;1;0
76740008;0;0;0;1;0
76740020;0;0,17;0;0,83;0
76740037;0;0;0;1;0
76740072;0;0,06;0,26;0,28;0,4
76740156;0;0;0;1;0
76740213;0;0,13;0;0,87;0
76740247;0;0,2;0,24;0,06;0,49
76740285;0;0,31;0,12;0,22;0,35
76740290;0;0;0;1;0
76740337;0;0,75;0;0,25;0
76740381;0;0,04;0,15;0,09;0,72
76740400;0;0,25;0;0,75;0
76740419;0;0;0;1;0
76740504;0;0;1;0;0
76740580;0;0;0;1;0
76740709;0;0;0,43;0,57;0
76740718;0;0;0;1;0
76740767;0;0,17;0;0,17;0,67
76740900;0;0;0,5;0;0,5
76740938;0;0,07;0,15;0,78;0
76740980;0;0;0;0;1
76740988;0;0;0;0,25;0,75
76741018;0;0,53;0,05;0,42;0
76741041;0;0;0,5;0,5;0
76741108;0;0;0;1;0
76741226;0;0;0;1;0
76741258;0;0;0;0;1
76741270;0;1;0;0;0
76741335;0;0;0;1;0
76741345;0;0;0;1;0
76741393;0;0,06;0,06;0,65;0,24
76741394;0;0;0,08;0,54;0,38
76741487;0;0;0;1;0
76741541;0;0;0;0;1
76741624;0;0,08;0,25;0,17;0,5
76741630;0;0;0;0,62;0,38
76741663;0;0;0,33;0;0,67
76741681;0;0;0;1;0
76741688;0;0,4;0;0,6;0
76741710;0;0;1;0;0
76741735;0;0,5;0;0,5;0
76741813;0;0,1;0;0,9;0
76741825;0;0,04;0,1;0,86;0
76741875;0;0;0;1;0
76741913;0;0;0,33;0,67;0
76741972;0;0;0,43;0,14;0,43
76741975;0;1;0;0;0
76742059;0;0;0;1;0
76742160;0;0;0;1;0
76742186;0;0;0;0;1
76742189;0;0;0;1;0
76742193;0;0;0;1;0
76742245;0;0;0;1;0
76742295;0;0;0;1;0
76742319;0;0;0;1;0
76742356;0;0;1;0;0
76742412;0;0;0,08;0,92;0
76742427;0;0,06;0,03;0,91;0
76742524;0;0;0;0;1
76742581;0;0;0,33;0;0,67
76742634;0;0;1;0;0
76742662;0;0,17;0,02;0,7;0,11
76742672;0;0,03;0,03;0,95;0
76742774;0;0;0,5;0;0,5
76742788;0;0;0;1;0
76743011;0;0;0;1;0
76743014;0;0,06;0;0,94;0
76743082;0;0;0,25;0;0,75
76743106;0;0;0,05;0,36;0,59
76743127;0;0;0;0;1
76743144;0;0;0,12;0,88;0
76743149;0;0;0;1;0
76743151;0;0,08;0,06;0,7;0,16
76743227;0;0;0,5;0;0,5
76743245;0;0;1;0;0
76743353;0;0;0;1;0
76743381;0;0,62;0;0,23;0,15
76743438;0;0;0;0,5;0,5
76743467;0;0,05;0,07;0,88;0
76743471;0;0,36;0,08;0,52;0,04
76743475;0;0;0;1;0
76743691;0;0;0;1;0
76743753;0;0,25;0;0,75;0
76743765;0;0;0,33;0;0,67
76743822;0;0,01;0,23;0,58;0,18
76743826;0;0;0;1;0
76743936;0;0;0;1;0
76743945;0;0;1;0;0
76743947;0;0,5;0;0,5;0
76743982;0;0;0;1;0
76744017;0;0;0,06;0,18;0,76
76744060;0;0;0;0,33;0,67
76744106;0;0,5;0;0,5;0
76744120;0;0;0,25;0;0,75
76744153;0;0;0;0;1
76744156;0;0;0;1;0
76744182;0;0;0;1;0
76744243;0;0,4;0;0,6;0
76744245;0;0;0;1;0
76744286;0;0,02;0,17;0,81;0
76744288;0;0,2;0,2;0,2;0,4
76744311;0;0,67;0,11;0,22;0
76744352;0;0,25;0;0,75;0
76744410;0;0;0;1;0
76744430;0;0;0;1;0
76744544;0;0;0;1;0
76744562;0;0,6;0;0,4;0
76744569;0;0;0,29;0;0,71
76744589;0;0;0;1;0
76744609;0;0;0;1;0
76744630;0;0;0;1;0
76744679;0;0;0;1;0
76744705;0;0;0,67;0,33;0
76744723;0;0;1;0;0
76744781;0;0;0;1;0
76744797;0;0;0;1;0
76744800;0;0;0,67;0;0,33
76744874;0;0,12;0;0,88;0
76744934;0;0;0;1;0
76744978;0;0;0;1;0
76745064;0;0;0;1;0
76745070;0;0;0,33;0;0,67
76745128;0;0,56;0;0,44;0
76745172;0;0,22;0,11;0,67;0
76745187;0;0;0;0;1
76745212;0;0;0;1;0
76745247;0;0;0,5;0,5;0
76745250;0;0;0,25;0;0,75
76745326;0;0;0,75;0;0,25
76745354;0;0,57;0;0,14;0,29
76745378;0;0;0;1;0
76745379;0;0;0,14;0;0,86
76745439;0;0,21;0;0,79;0
76745503;0;0;1;0;0
76745514;0;0,09;0;0,91;0
76745553;0;0;0;0,33;0,67
76745671;0;0;0,06;0,06;0,88
76745676;0;0,2;0;0,8;0
76745900;0;0;0,25;0,25;0,5
76745921;0;0;0,29;0,71;0
76745974;0;0,06;0,06;0,74;0,14
76745981;0;0,23;0,04;0,31;0,42
76746026;0;0;1;0;0
76746065;0;0;0;0;1
76746146;0;0;0;1;0
76746147;0;0;0,45;0;0,55
76746280;0;0;0;1;0
76746290;0;0;0;1;0
76746317;0;0;0;0,4;0,6
76746540;0;0;0;1;0
76746579;0;0;0;1;0
76746584;0;1;0;0;0
76746639;0;0;0;1;0
76746718;0;0;0,14;0;0,86
76746774;0;0;0;1;0
76746791;0;0,4;0;0,6;0
76746899;0;0;1;0;0
76747005;0;0;0,5;0;0,5
76747022;0;0,56;0,22;0;0,22
76747063;0;0;0;1;0
76747074;0;0;1;0;0
76747092;0;0;0;1;0
76747185;0;1;0;0;0
76747198;0;0;0;1;0
76747217;0;0,12;0;0,62;0,25
76747228;0;0;0,5;0;0,5
76747229;0;0,02;0,04;0,64;0,3
76747254;0;0;1;0;0
76747274;0;0;0;0,25;0,75
76747396;0;0,04;0;0,96;0
76747402;0;0,07;0,16;0,45;0,32
76747446;0;0;0,2;0,2;0,6
76747458;0;0;0;1;0
76747501;0;0,43;0;0,57;0
76747509;0;0;0;1;0
76747511;0;0,02;0;0,98;0
76747666;0;0;0,14;0;0,86
76747708;0;0;0;1;0
76747902;0;0;0,19;0,81;0
76747928;0;0,05;0,76;0,19;0
76748169;0;0;0,22;0,17;0,61
76748229;0;0;1;0;0
76748244;0;0;0;0,9;0,1
76748315;0;0,38;0,12;0;0,5
76748317;0;0;0;1;0
76748343;0;0,11;0,33;0;0,56
76748365;0;0;1;0;0
76748473;0;0;0;1;0
76748505;0;0,14;0,14;0,57;0,14
76748537;0;0;0,75;0;0,25
76748574;0;0;0,25;0;0,75
76748704;0;0;1;0;0
76748734;0;0;0;0;1
76748746;0;0;0;0,88;0,12
76748766;0;0,13;0,09;0,58;0,19
76748775;0;0;0;1;0
76748780;0;0;0,09;0,91;0
76748782;0;0;0;1;0
76748806;0;0,2;0;0,8;0
76748810;0;0;0,4;0;0,6
76748813;0;0;1;0;0
76748924;0;0;1;0;0
76748963;0;0,12;0,08;0,8;0
76749040;0;0;0,06;0,88;0,05
76749136;0;0,14;0;0,86;0
76749206;0;1;0;0;0
76749290;0;0;0,24;0,66;0,11
76749402;0;0;0,2;0,2;0,6
76749494;0;0;0;0,2;0,8
76749552;0;0;0,19;0,69;0,12
76749555;0;0,29;0,1;0,52;0,1
76749602;0;0;0;1;0
76749708;0;0,2;0;0,8;0
76749761;0;0;0;1;0
76749784;0;1;0;0;0
76749795;0;0;0,5;0;0,5
76749811;0;1;0;0;0
76749906;0;0,33;0;0,67;0
76749954;0;0;0,33;0;0,67
76750096;0;0;0,42;0,13;0,45
76750142;0;0;0;1;0
76750253;0;0,17;0,17;0;0,67
76750346;0;0,01;0,09;0,16;0,74
76750355;0;0;0;0;1
76750412;0;0;0,5;0;0,5
76750475;0;0;0;1;0
76750489;0;1;0;0;0
76750513;0;0,2;0;0,8;0
76750560;0;0,02;0,05;0,37;0,56
76750637;0;0,2;0,2;0;0,6
76750640;0;0;0;1;0
76750832;0;0;0,33;0;0,67
76750865;0;0;0;0,83;0,17
76750915;0;0;0,12;0,41;0,47
76750932;0;0,4;0;0,6;0
76750942;0;0;0;1;0
76750979;0;0;0;1;0
76751112;0;0;0;1;0
76751150;0;0;0;1;0
76751170;0;0;0;0;1
76751200;0;0;0,33;0;0,67
76751217;0;0;0;0;1
76751237;0;1;0;0;0
76751272;0;0;0;1;0
76751279;0;0,06;0,19;0,58;0,17
76751301;0;1;0;0;0
76751510;0;0;0,4;0;0,6
76751516;0;0;1;0;0
76751540;0;0;0;1;0
76751570;0;1;0;0;0
76751606;0;0,04;0,26;0,61;0,09
76751699;0;0;0,57;0;0,43
76751743;0;0;0;1;0
76751777;0;0;0;1;0
76751794;0;0;0,17;0;0,83
76751849;0;0;0;1;0
76751905;0;0;0,01;0,99;0
76751985;0;0;0;1;0
76752000;0;0,43;0;0,14;0,43
76752003;0;0,43;0;0,57;0
76752062;0;1;0;0;0
76752133;0;0,11;0,11;0,44;0,33
76752240;0;0;0;1;0
76752339;0;0;0;0;1
76752369;0;0;0,4;0,6;0
76752486;0;0;0,33;0;0,67
76752505;0;0;0;1;0
76752521;0;0;0,2;0;0,8
76752577;0;0,33;0;0,67;0
76752625;0;0;0;0;1
76752656;0;0;0,5;0,5;0
76752676;0;0;0;0,21;0,79
76752746;0;0;0;1;0
76752764;0;0;0;1;0
76752797;0;0;0;1;0
76752832;0;0;0;0,67;0,33
76752879;0;0;0,45;0,03;0,52
76752885;0;1;0;0;0
76752965;0;0,05;0,15;0,2;0,6
76752981;0;0;0;0,29;0,71
76753030;0;0;0,33;0,07;0,6
76753100;0;0;0,33;0;0,67
76753219;0;0;0,17;0,83;0
76753259;0;0;0,33;0,67;0
76753327;0;0;0,42;0,25;0,33
76753385;0;0;0;1;0
76753445;0;0;1;0;0
76753469;0;0;0;1;0
76753483;0;0;0,09;0,09;0,82
76753531;0;0;0;1;0
76753580;0;0;0;0,67;0,33
76753613;0;0;0;0;1
76753688;0;0;0;0;1
76753906;0;0;0,6;0,4;0
76754008;0;0;0,22;0,78;0
76754011;0;0;0;1;0
76754028;0;0;0;1;0
76754041;0;0;0;1;0
76754068;0;0;0;1;0
76754148;0;0;0,5;0;0,5
76754164;0;0;0;1;0
76754288;0;0;0;1;0
76754296;0;0,01;0;0,04;0,96
76754297;0;0;0,92;0,04;0,04
76754300;0;0,5;0;0;0,5
76754328;0;0;0;1;0
76754445;0;0;0;1;0
76754460;0;0;0,17;0,33;0,5
76754512;0;0,5;0,12;0,25;0,12
76754542;0;0;0,07;0,89;0,04
76754569;0;0;0;1;0
76754597;0;0;0;0;1
76754627;0;0;0,4;0;0,6
76754652;0;0;0,18;0,06;0,76
76754860;0;0;0,33;0;0,67
76754917;0;0;0;1;0
76754963;0;0;1;0;0
76754989;0;0;0,5;0,5;0
76754998;0;0,33;0,33;0,33;0
76755010;0;0;0;0;1
76755045;0;0,14;0;0,86;0
76755057;0;0;0,11;0,89;0
76755063;0;0;0;1;0
76755083;0;0;0;1;0
76755119;0;0;1;0;0
76755121;0;0;0;1;0
76755123;0;0,08;0;0,54;0,38
76755124;0;0,06;0;0,94;0
76755137;0;0,08;0;0,92;0
76755181;0;0;0;1;0
76755185;0;0;0;0,6;0,4
76755186;0;0,18;0;0,82;0
76755188;0;0;0;1;0
76755210;0;0;0,04;0,96;0
76755247;0;0;1;0;0
76755335;0;0,07;0,02;0,9;0
76755342;0;0,01;0,01;0,94;0,03
76755373;0;0;0,38;0,08;0,54
76755387;0;0,33;0;0,67;0
76755403;0;0,33;0,17;0,5;0
76755480;0;0,11;0,09;0,8;0
76755543;0;0,5;0;0,5;0
76755545;0;0;0;1;0
76755561;0;0,09;0,06;0,8;0,06
76755601;0;0,05;0,16;0,53;0,26
76755626;0;0;0,2;0;0,8
76755714;0;0;0;0;1
76755769;0;0,04;0,06;0,9;0
76755796;0;0;0;1;0
76755812;0;0;0;1;0
76755925;0;0;1;0;0
76755988;0;1;0;0;0
76755994;0;0;0,33;0;0,67
76756052;0;0;0,22;0,11;0,67
76756064;0;0;0,5;0,5;0
76756098;0;0;1;0;0
76756114;0;0;0;0;1
76756186;0;0;0;0,75;0,25
76756193;0;0;1;0;0
76756266;0;0;1;0;0
76756313;0;0;0,4;0;0,6
76756364;0;0;0,21;0,66;0,14
76756392;0;0;0,5;0,5;0
76756429;0;0;1;0;0
76756522;0;0;0,33;0,25;0,42
76756523;0;0;0,33;0,33;0,33
76756581;0;0;0,29;0;0,71
76756650;0;0,08;0;0,81;0,12
76756670;0;0,08;0,15;0,77;0
76756705;0;0;0,41;0;0,59
76756725;0;0;1;0;0
76756739;0;0;1;0;0
76756756;0;0;0;1;0
76756768;0;0;0,6;0;0,4
76756852;0;0;0;1;0
76756889;0;0,25;0,15;0,53;0,08
76756932;0;0;0;1;0
76756950;0;0;0;1;0
76756988;0;0;0;0;1
76757001;0;0,1;0,07;0,38;0,45
76757025;0;0;0,25;0,25;0,5
76757063;0;0;0;0;1
76757174;0;0,08;0,08;0,83;0
76757184;0;0;0;0,44;0,56
76757228;0;0;1;0;0
76757250;0;0;0;1;0
76757316;0;0;0,25;0,75;0
76757451;0;0;0;1;0
76757459;0;0;0,33;0;0,67
76757597;0;0;0,33;0;0,67
76757614;0;0,21;0;0,79;0
76757750;0;0,02;0,03;0,84;0,11
76757839;0;0;0;1;0
76757864;0;0;1;0;0
76757942;0;0;0,4;0,2;0,4
76757950;0;0;0;0;1
76758023;0;0;1;0;0
76758066;0;0;0,2;0,8;0
76758107;0;0;0;1;0
76758119;0;0;1;0;0
76758172;0;0,07;0;0,71;0,21
76758215;0;0;1;0;0
76758239;0;0;0;0;1
76758334;0;0,08;0,09;0,25;0,58
76758336;0;0;1;0;0
76758361;0;1;0;0;0
76758366;0;0;0;1;0
76758379;0;0;1;0;0
76758438;0;1;0;0;0
76758501;0;0,58;0;0,08;0,33
76758554;0;0,23;0,27;0,42;0,08
76758604;0;0;0;0;1
76758637;0;0;0;1;0
76758641;0;1;0;0;0
76758678;0;0;0,4;0,4;0,2
76758732;0;0,14;0,09;0,27;0,5
76758735;0;0;0;1;0
76758736;0;0;0;1;0
76758821;0;0;0,44;0,22;0,33
76758902;0;0;0,2;0,8;0
76758968;0;0,23;0;0,77;0
76759041;0;0;0;1;0
76759042;0;0;0;1;0
76759050;0;0;0;0;1
76759063;0;0;0,21;0,79;0
76759064;0;0;0;1;0
76759066;0;0;0;1;0
76759147;0;0;0;1;0
76759159;0;0,05;0,1;0,75;0,1
76759176;0;0,11;0,32;0,58;0
76759264;0;0;1;0;0
76759265;0;0;0,23;0,35;0,42
76759266;0;0,1;0,13;0,77;0
76759280;0;0,57;0,05;0,24;0,14
76759295;0;0;0,16;0,84;0
76759297;0;0;0,25;0,75;0
76759306;0;0;0,5;0,5;0
76759343;0;0,12;0;0,88;0
76759424;0;0;0;1;0
76759430;0;0;0;1;0
76759447;0;0,12;0,62;0,25;0
76759456;0;0;0,4;0;0,6
76759499;0;0,07;0;0,93;0
76759559;0;0;0;0,5;0,5
76759584;0;0;1;0;0
76759592;0;0,41;0;0,59;0
76759623;0;0;0;1;0
76759713;0;0;0;1;0
76759718;0;0;0;1;0
76759772;0;0;1;0;0
76759784;0;0;0;1;0
76759788;0;0,02;0,14;0,83;0
76759831;0;0,2;0,08;0,72;0
76759866;0;0;0;1;0
76759925;0;0,27;0;0,27;0,45
76759964;0;0;1;0;0
76760105;0;1;0;0;0
76760112;0;0;1;0;0
76760119;0;0;0;1;0
76760208;0;0,12;0;0,88;0
76760215;0;0;0;1;0
76760279;0;0;0;1;0
76760281;0;0;1;0;0
76760328;0;0;0,03;0,97;0
76760358;0;0;1;0;0
76760374;0;0;0;0;1
76760520;0;0;0;1;0
76760550;0;0;0,1;0;0,9
76760619;0;0;0;0;1
76760734;0;0;0;1;0
76760753;0;0;0,56;0;0,44
76760798;0;0,12;0;0,88;0
76760916;0;0;0,16;0,05;0,79
76760940;0;0;0;1;0
76761002;0;0,03;0,03;0,94;0
76761062;0;0;0;1;0
76761081;0;0;1;0;0
76761105;0;0,1;0,11;0,72;0,06
76761121;0;0;0;1;0
76761164;0;0,22;0,06;0,56;0,17
76761215;0;0;0;0;1
76761306;0;0,03;0;0,97;0
76761402;0;0;0,25;0;0,75
76761407;0;0;0;1;0
76761463;0;0;0;0;1
76761492;0;0,14;0;0,29;0,57
76761513;0;1;0;0;0
76761550;0;0,05;0,1;0,85;0
76761592;0;0;0;1;0
76761604;0;0,14;0;0,86;0
76761695;0;0,33;0;0,67;0
76761727;0;0,17;0;0,5;0,33
76761742;0;0,91;0;0,09;0
76761835;0;0;0;1;0
76761846;0;0,58;0;0,42;0
76761894;0;0;0;1;0
76762019;0;0;0,92;0,08;0
76762048;0;0;0,14;0;0,86
76762073;0;0,25;0,25;0,5;0
76762076;0;0,29;0;0,71;0
76762096;0;0;0,5;0;0,5
76762129;0;0;0;1;0
76762194;0;0;1;0;0
76762239;0;0,13;0,04;0,52;0,3
76762244;0;0;0;0,43;0,57
76762247;0;0;0,65;0,15;0,21
76762257;0;0;0,67;0;0,33
76762303;0;0;0,5;0;0,5
76762309;0;0;0,17;0,7;0,13
76762366;0;0,01;0,09;0,9;0
76762403;0;0,12;0;0,88;0
76762450;0;0;1;0;0
76762484;0;0;0;1;0
76762495;0;0;0,54;0;0,46
76762582;0;0;1;0;0
76762592;0;0,4;0;0,6;0
76762604;0;0;0;1;0
76762776;0;0;0;1;0
76762826;0;0,07;0,81;0,11;0
76762828;0;0;0;1;0
76762908;0;0,07;0;0,93;0
76762925;0;0;0,38;0;0,62
76762949;0;0;0;0;1
76762950;0;0;0,76;0,24;0
76762954;0;0;0;1;0
76762958;0;0;0,22;0;0,78
76763056;0;0;0;1;0
76763100;0;0;0,25;0;0,75
76763154;0;1;0;0;0
76763163;0;0,5;0;0,5;0
76763229;0;1;0;0;0
76763328;0;0,11;0,11;0,58;0,21
76763341;0;0,17;0,05;0,67;0,11
76763418;0;0,83;0;0,17;0
76763428;0;0;0,5;0,5;0
76763474;0;0,5;0;0;0,5
76763507;0;0;0,62;0;0,38
76763550;0;0,25;0;0,33;0,42
76763557;0;0;0;0,75;0,25
76763567;0;0;0;1;0
76763608;0;0;0;1;0
76763623;0;0,02;0,06;0,92;0
76763630;0;0;0;1;0
76763683;0;0,1;0;0,3;0,6
76763697;0;0;0,03;0,97;0
76763778;0;0;0,21;0,36;0,43
76763824;0;1;0;0;0
76763891;0;0;0,27;0,4;0,33
76764040;0;0,11;0,22;0,63;0,04
76764055;0;0,33;0,33;0;0,33
76764073;0;0;0,33;0;0,67
76764100;0;0,06;0;0,94;0
76764142;0;0,06;0;0,94;0
76764206;0;0;0,25;0;0,75
76764259;0;1;0;0;0
76764382;0;0;0,22;0,78;0
76764454;0;0;0,21;0,79;0
76764557;0;0;0,25;0,75;0
76764560;0;0;0;1;0
76764599;0;0,19;0;0,81;0
76764606;0;0,02;0,01;0,97;0
76764614;0;0;1;0;0
76764670;0;0;1;0;0
76764728;0;0;0,5;0;0,5
76764813;0;0;0;1;0
76764870;0;0;0;1;0
76764902;0;0;0,29;0,29;0,43
76764958;0;0,07;0;0,93;0
76764991;0;0;0;1;0
76765012;0;0,39;0,03;0,58;0
76765187;0;0;0,05;0,43;0,52
76765213;0;0,33;0,67;0;0
76765239;0;0;0;1;0
76765275;0;0;0,29;0,43;0,29
76765308;0;0;0;1;0
76765325;0;0;0;1;0
76765356;0;0;0,33;0,67;0
76765392;0;0;0;0,2;0,8
76765457;0;0,06;0,06;0,56;0,33
76765459;0;0;0;1;0
76765464;0;0;0,33;0;0,67
76765567;0;0;0;1;0
76765620;0;0;0;1;0
76765657;0;0;0,5;0,5;0
76765668;0;0,34;0,07;0,59;0
76765801;0;0;0;1;0
76765821;0;0;0;1;0
76765823;0;1;0;0;0
76765830;0;0;0;1;0
76765960;0;0;0;1;0
76766014;0;0;0,29;0,29;0,41
76766062;0;0;1;0;0
76766106;0;0,14;0,29;0,29;0,29
76766228;0;0;1;0;0
76766240;0;0,33;0,02;0,61;0,04
76766255;0;0;0;0;1
76766274;0;0,27;0;0,73;0
76766295;0;0;0,33;0;0,67
76766298;0;0,05;0,16;0,53;0,26
76766317;0;0;0,5;0;0,5
76766382;0;0;0;1;0
76766405;0;0;0,5;0,5;0
76766555;0;0;0;1;0
76766593;0;0,33;0,17;0;0,5
76766647;0;0;0;1;0
76766687;0;0;1;0;0
76766741;0;0;0;1;0
76766824;0;0;0,36;0;0,64
76766929;0;0,11;0,07;0,82;0
76766943;0;0;0,11;0,68;0,21
76766979;0;0;0;1;0
76767017;0;0;1;0;0
76767034;0;0;0,08;0,58;0,33
76767185;0;0;0;1;0
76767192;0;1;0;0;0
76767213;0;0;1;0;0
76767248;0;0;0;1;0
76767324;0;1;0;0;0
76767407;0;0;0;0;1
76767415;0;0,8;0;0,2;0
76767458;0;0;0;1;0
76767462;0;1;0;0;0
76767464;0;1;0;0;0
76767496;0;0;0,63;0,05;0,32
76767509;0;0;1;0;0
76767592;0;0,66;0,05;0,17;0,12
76767607;0;0;0;1;0
76767682;0;0,5;0;0,5;0
76767711;0;0;0;1;0
76767727;0;0;0;1;0
76767812;0;0,1;0,05;0,82;0,02
76767855;0;0;0,38;0;0,62
76767903;0;0;0,5;0;0,5
76767920;0;0;0,4;0;0,6
76767952;0;0,07;0,07;0,87;0
76767984;0;0;0;1;0
76768083;0;0;0;1;0
76768109;0;0;0;1;0
76768150;0;0,5;0;0,5;0
76768187;0;0,08;0;0,92;0
76768496;0;0;0,25;0;0,75
76768546;0;0;1;0;0
76768573;0;1;0;0;0
76768674;0;0,1;0,05;0,85;0
76768707;0;0;0;1;0
76768789;0;0;0,29;0;0,71
76768808;0;0;1;0;0
76768812;0;0;0;0;1
76768844;0;0;0,33;0;0,67
76768847;0;0;1;0;0
76768877;0;0;0;1;0
76769012;0;0;0;1;0
76769013;0;0;0;1;0
76769031;0;0,11;0,05;0,68;0,16
76769084;0;0,33;0;0,67;0
76769158;0;0;0;1;0
76769169;0;0,75;0;0,25;0
76769170;0;0,38;0;0,62;0
76769304;0;0;0,49;0,51;0
76769371;0;0;0;0;1
76769387;0;0,07;0;0,93;0
76769552;0;0;0,33;0;0,67
76769555;0;0;1;0;0
76769594;0;0,12;0,12;0,38;0,38
76769607;0;0,03;0,1;0,87;0
76769617;0;0;1;0;0
76769674;0;0;1;0;0
76769676;0;0,33;0,33;0,33;0
76769693;0;0,14;0,32;0,55;0
76769766;0;0,06;0;0,94;0
76769824;0;0;0;0;1
76769838;0;0;1;0;0
76769841;0;0;0;1;0
76769862;0;1;0;0;0
76770075;0;0;0;1;0
76770233;0;0;1;0;0
76770354;0;0,22;0,22;0,56;0
76770403;0;0;0;1;0
76770491;0;0;0;1;0
76770525;0;0,5;0;0,5;0
76770572;0;0;0;1;0
76770582;0;0;0;1;0
76770620;0;0;0,12;0;0,88
76770631;0;0;0;1;0
76770657;0;1;0;0;0
76770700;0;0;0;1;0
76770704;0;0;0,17;0,83;0
76770727;0;0;0,12;0,88;0
76770762;0;0;0,48;0,52;0
76770771;0;0;0,33;0;0,67
76770815;0;0;0;1;0
76770860;0;0;0,05;0,51;0,44
76770978;0;0,17;0,17;0,67;0
76771069;0;0;1;0;0
76771076;0;0;1;0;0
76771130;0;0;0;1;0
76771135;0;0;0;1;0
76771166;0;0;0,33;0,67;0
76771258;0;0;0;1;0
76771282;0;0,1;0,25;0,05;0,6
76771334;0;0;0,2;0;0,8
76771358;0;0,09;0,03;0,82;0,06
